"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"one",144129,0,0,938555,738,1,4,"very_unsat","avg","perhaps","STAY",4208
"one",38405,0,18,902118,179,1,5,"very_unsat","little","never_thought","STAY",11399
"one",106796,68,0,463851,648,3,15,"very_unsat","little","no","STAY",10418
"zero",24386,39,0,966683,130,5,12,"very_unsat","very_little","considering","STAY",18789
"one",152106,53,86,239543,613,3,2,"very_unsat","little","no","LEAVE",18433
"one",123836,170,11,947842,870,13,4,"very_unsat","little","actively_looking_into_it","LEAVE",12029
"one",100363,57,39,799389,423,4,10,"very_sat","little","actively_looking_into_it","LEAVE",18993
"one",75672,201,13,901542,381,12,6,"very_unsat","very_high","actively_looking_into_it","STAY",15571
"zero",24972,52,13,229083,187,4,5,"unsat","little","no","LEAVE",5254
"one",27649,184,61,258980,219,23,1,"very_unsat","little","never_thought","LEAVE",7388
"one",51452,0,8,229559,330,1,4,"very_unsat","very_high","no","STAY",716
"one",34125,210,38,524942,208,24,1,"unsat","little","considering","LEAVE",10526
"one",31565,224,62,227630,206,25,1,"very_sat","little","no","LEAVE",9042
"one",102909,0,0,441147,538,0,9,"very_sat","very_high","considering","STAY",356
"one",28639,0,22,660427,238,1,5,"very_unsat","very_little","actively_looking_into_it","STAY",9315
"zero",23967,57,21,224762,212,3,5,"very_unsat","very_high","never_thought","STAY",3725
"one",111935,176,75,932300,555,16,2,"very_unsat","little","never_thought","LEAVE",7106
"zero",44379,56,76,202537,151,4,2,"sat","little","considering","LEAVE",18980
"one",42611,174,0,550487,209,12,12,"very_sat","little","no","LEAVE",1654
"zero",153996,0,0,683282,776,1,9,"very_sat","very_high","actively_looking_into_it","STAY",10127
"zero",25884,154,0,212291,291,15,12,"unsat","high","actively_looking_into_it","STAY",6177
"zero",97260,0,0,695377,335,14,13,"very_sat","little","considering","STAY",17054
"one",74164,184,40,583873,280,24,2,"very_unsat","high","actively_looking_into_it","LEAVE",14750
"zero",39426,0,61,351186,235,0,2,"very_unsat","very_high","considering","LEAVE",6070
"one",109340,205,30,197946,472,17,1,"very_unsat","very_little","considering","STAY",605
"one",67292,74,0,262167,340,5,8,"very_unsat","little","no","STAY",13736
"zero",89735,239,0,885485,332,15,12,"very_sat","high","never_thought","LEAVE",18902
"zero",156959,167,16,616494,476,27,6,"sat","little","considering","LEAVE",8735
"one",120292,68,19,415792,470,3,6,"avg","very_high","considering","LEAVE",2473
"one",61033,0,8,278518,391,0,4,"unsat","very_high","actively_looking_into_it","STAY",10222
"one",34456,96,0,623643,184,3,12,"very_unsat","very_high","considering","STAY",10799
"one",88405,204,24,270004,313,16,4,"very_unsat","little","considering","STAY",12896
"one",87212,154,34,969364,275,26,1,"very_sat","very_high","considering","STAY",13471
"one",20078,199,65,783996,200,20,1,"very_unsat","very_little","perhaps","STAY",12411
"zero",24546,185,18,332543,158,18,6,"avg","little","actively_looking_into_it","LEAVE",1121
"one",150647,181,18,877648,494,12,5,"very_sat","little","no","STAY",12422
"zero",24092,44,10,958340,243,4,5,"very_sat","very_high","considering","LEAVE",17298
"one",104780,184,58,526064,547,15,1,"very_unsat","little","actively_looking_into_it","LEAVE",13330
"one",125614,0,82,172512,673,1,1,"unsat","high","considering","STAY",4070
"zero",85766,39,0,377998,369,4,4,"very_sat","little","considering","STAY",7828
"one",48343,161,0,307531,179,18,11,"very_unsat","very_high","perhaps","LEAVE",1656
"one",87921,206,15,747545,356,25,5,"very_sat","very_high","no","STAY",56
"zero",153212,67,21,252808,625,5,5,"very_unsat","little","actively_looking_into_it","STAY",13149
"one",62650,71,0,783468,277,5,15,"very_sat","high","considering","LEAVE",16809
"zero",77119,0,62,843514,291,1,1,"very_unsat","very_high","considering","STAY",18673
"zero",40321,224,46,807609,208,27,2,"avg","little","no","STAY",8115
"one",89977,181,33,860575,287,26,2,"very_unsat","high","considering","STAY",15603
"one",67782,48,17,722228,315,1,5,"very_unsat","little","actively_looking_into_it","STAY",12450
"one",116103,58,0,486430,568,5,10,"very_unsat","very_little","considering","STAY",13376
"one",25355,151,20,415068,844,29,6,"sat","very_high","no","STAY",14947
"one",129269,0,0,222737,649,1,9,"unsat","little","considering","LEAVE",17281
"zero",157186,0,0,352974,794,1,10,"very_sat","little","no","LEAVE",4650
"one",60695,201,0,507200,383,15,15,"very_unsat","very_high","actively_looking_into_it","LEAVE",17537
"one",29635,189,46,749399,185,11,2,"avg","high","considering","STAY",11544
"zero",32786,203,18,847293,217,28,15,"sat","little","considering","STAY",13281
"one",57325,0,0,530423,315,1,14,"very_sat","very_high","considering","STAY",12892
"zero",123366,0,20,177893,494,1,4,"very_unsat","little","no","STAY",1747
"zero",80973,0,0,999893,396,1,12,"very_sat","very_high","considering","STAY",7927
"zero",30593,198,0,549160,205,15,13,"very_sat","very_high","never_thought","LEAVE",12068
"zero",98336,0,0,208910,290,0,11,"very_sat","little","considering","STAY",1209
"one",44535,0,83,595172,206,29,2,"very_sat","high","considering","LEAVE",14175
"one",39044,0,0,222199,152,3,15,"avg","very_little","considering","STAY",8726
"one",106669,183,17,197108,356,12,5,"avg","little","considering","LEAVE",17733
"one",29992,0,18,505665,152,0,5,"very_unsat","very_little","considering","STAY",12156
"zero",63847,44,31,924376,377,3,2,"very_sat","very_high","considering","STAY",9396
"zero",38813,219,0,194276,138,13,15,"very_unsat","little","perhaps","LEAVE",5811
"zero",105821,152,0,267795,791,20,14,"very_sat","little","considering","LEAVE",5098
"one",82746,197,23,618058,310,4,5,"very_sat","very_little","no","LEAVE",14865
"zero",41049,0,0,304752,216,3,13,"very_unsat","very_little","considering","LEAVE",19705
"one",45906,0,10,557002,176,0,5,"unsat","very_high","considering","STAY",11995
"one",141414,180,86,690394,488,27,2,"unsat","high","actively_looking_into_it","STAY",19605
"zero",101787,0,12,851388,882,1,4,"sat","high","considering","STAY",6106
"one",148469,198,71,963657,682,12,1,"very_unsat","little","actively_looking_into_it","LEAVE",1540
"zero",86391,0,12,710657,385,0,6,"very_unsat","very_high","considering","LEAVE",6346
"zero",60510,220,0,813123,299,14,13,"very_unsat","little","considering","STAY",4830
"zero",44348,0,69,794334,201,0,1,"unsat","very_high","considering","LEAVE",10550
"zero",68388,0,0,263876,318,1,15,"very_unsat","little","never_thought","STAY",3244
"one",106756,0,0,223840,211,0,12,"unsat","little","no","LEAVE",13945
"one",25029,37,0,529497,201,3,12,"very_unsat","very_high","actively_looking_into_it","LEAVE",16510
"one",95325,62,73,585043,347,3,1,"very_unsat","very_high","considering","LEAVE",10191
"zero",91168,186,0,901132,143,1,13,"very_unsat","little","actively_looking_into_it","STAY",9870
"one",94744,186,0,426864,291,23,9,"avg","very_little","considering","LEAVE",3947
"one",60759,0,52,220671,303,0,12,"very_sat","little","considering","LEAVE",11048
"zero",37783,0,10,168160,166,0,5,"avg","high","actively_looking_into_it","STAY",10886
"one",142950,0,0,948660,479,0,13,"very_unsat","little","actively_looking_into_it","STAY",17024
"one",27758,235,54,723844,144,3,2,"very_unsat","high","considering","STAY",14971
"zero",124158,0,0,728417,402,0,15,"very_sat","very_high","actively_looking_into_it","LEAVE",10933
"one",61235,191,86,211348,342,28,2,"avg","very_high","no","LEAVE",6678
"zero",159567,0,58,281969,634,1,1,"very_unsat","very_high","never_thought","STAY",18749
"zero",36061,265,6,235377,236,3,5,"very_unsat","very_high","actively_looking_into_it","LEAVE",10518
"one",32469,0,7,551613,603,1,1,"very_unsat","very_little","considering","STAY",6959
"one",62645,0,46,223648,312,1,2,"very_unsat","little","no","LEAVE",6742
"zero",43209,237,13,284763,182,25,6,"very_sat","little","considering","LEAVE",13785
"zero",34389,0,87,531458,190,0,1,"very_sat","very_high","considering","LEAVE",17206
"one",83444,66,0,905435,255,3,14,"unsat","little","considering","STAY",1170
"one",71067,166,57,185446,380,22,1,"very_sat","little","no","LEAVE",11818
"zero",23500,195,0,859723,132,29,15,"very_sat","little","never_thought","STAY",9259
"zero",30423,183,79,918349,243,11,1,"very_unsat","little","actively_looking_into_it","STAY",6414
"zero",42430,69,31,286600,131,1,2,"very_unsat","avg","actively_looking_into_it","LEAVE",6367
"one",46001,52,18,422188,207,5,4,"very_sat","little","never_thought","STAY",8468
"zero",29674,52,46,874296,189,3,1,"unsat","little","considering","STAY",16878
"zero",107930,49,40,234321,896,0,11,"unsat","very_high","no","LEAVE",16406
"zero",91920,0,0,623521,866,3,13,"very_unsat","very_little","considering","STAY",2945
"zero",140764,61,45,163817,601,4,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",2023
"one",53693,51,8,164327,282,15,6,"very_unsat","very_little","considering","STAY",17605
"one",27858,240,0,599014,711,21,13,"avg","little","considering","STAY",2857
"zero",30130,224,40,276663,172,28,1,"avg","little","actively_looking_into_it","LEAVE",18725
"zero",133917,0,0,489538,806,1,5,"avg","little","perhaps","LEAVE",16505
"zero",86901,229,0,152451,334,14,15,"very_unsat","very_high","considering","STAY",11934
"one",100818,76,17,893922,828,5,1,"very_sat","very_high","no","STAY",5765
"one",36034,198,0,245512,155,29,15,"very_sat","little","considering","LEAVE",29
"zero",118083,0,61,181540,278,0,1,"very_unsat","avg","perhaps","STAY",19486
"zero",31778,82,85,321679,220,22,1,"unsat","high","no","STAY",9923
"one",150669,0,0,790236,659,1,9,"very_unsat","very_high","never_thought","STAY",2761
"zero",120893,176,9,309388,849,21,6,"very_unsat","little","actively_looking_into_it","LEAVE",7534
"zero",43154,74,11,705908,188,4,6,"very_sat","very_high","actively_looking_into_it","LEAVE",17844
"zero",21437,64,37,200628,188,0,2,"very_unsat","avg","considering","STAY",14857
"one",103162,53,0,411502,717,3,14,"unsat","avg","actively_looking_into_it","LEAVE",2262
"zero",34101,229,0,409110,158,28,15,"avg","little","actively_looking_into_it","LEAVE",7133
"zero",81111,0,26,283595,253,0,1,"avg","little","actively_looking_into_it","LEAVE",14109
"one",87021,180,0,783020,266,22,14,"very_unsat","little","actively_looking_into_it","LEAVE",14216
"zero",159875,257,18,381415,760,27,2,"very_unsat","very_little","never_thought","LEAVE",812
"zero",119364,37,77,848152,898,5,1,"very_sat","little","considering","STAY",15421
"zero",47904,0,0,291656,225,0,9,"very_unsat","little","considering","STAY",713
"zero",31079,200,40,755462,181,20,11,"unsat","little","actively_looking_into_it","STAY",16049
"one",87996,0,21,193588,371,1,5,"unsat","very_little","actively_looking_into_it","STAY",1754
"zero",33226,0,0,159390,222,0,11,"very_sat","little","actively_looking_into_it","STAY",10922
"one",25494,0,0,262920,138,1,12,"very_unsat","very_little","actively_looking_into_it","STAY",18044
"one",89172,0,10,538476,325,1,5,"unsat","very_high","actively_looking_into_it","STAY",10583
"one",129339,0,27,445310,897,5,2,"unsat","little","no","STAY",13090
"one",99961,0,0,165732,314,1,12,"very_unsat","very_little","no","STAY",18888
"zero",157807,0,15,764271,783,3,5,"very_unsat","little","actively_looking_into_it","STAY",11528
"one",62288,0,0,306791,396,1,13,"very_sat","little","actively_looking_into_it","STAY",19116
"zero",40965,64,17,205210,206,4,6,"very_unsat","little","actively_looking_into_it","LEAVE",7667
"zero",84567,225,14,674653,329,0,6,"unsat","avg","actively_looking_into_it","STAY",9783
"zero",37898,0,8,554165,172,0,5,"avg","little","actively_looking_into_it","STAY",9934
"zero",26189,56,0,306953,187,5,10,"avg","very_high","actively_looking_into_it","STAY",1797
"one",88082,144,0,173770,336,10,13,"unsat","little","no","LEAVE",6263
"one",29923,219,78,156574,142,16,10,"very_sat","very_little","considering","STAY",1190
"one",62841,56,0,167294,260,5,9,"very_sat","very_high","no","LEAVE",16371
"one",156221,202,14,251418,617,14,5,"very_sat","little","considering","LEAVE",4874
"one",78676,242,48,433144,287,25,2,"very_unsat","avg","never_thought","LEAVE",15898
"one",108423,123,0,969320,442,27,5,"unsat","high","considering","STAY",6982
"one",81538,229,76,863186,268,25,1,"sat","little","considering","STAY",12697
"one",121659,239,8,233388,876,24,4,"unsat","little","considering","STAY",7583
"one",97361,0,31,172850,283,4,2,"very_unsat","very_little","no","STAY",11128
"one",87463,75,7,775862,358,21,6,"unsat","little","considering","LEAVE",18193
"zero",113646,0,0,220511,358,1,13,"very_unsat","very_little","considering","STAY",10363
"zero",64565,212,84,163422,331,11,2,"very_sat","very_little","perhaps","STAY",15076
"zero",134752,214,14,647178,899,20,5,"very_unsat","very_little","actively_looking_into_it","LEAVE",8344
"zero",32565,58,18,165565,209,4,5,"very_sat","very_little","actively_looking_into_it","STAY",15803
"one",33804,0,50,433998,223,0,2,"unsat","very_little","actively_looking_into_it","LEAVE",13847
"zero",80064,0,0,793799,165,1,14,"avg","little","no","LEAVE",18894
"one",122836,66,0,929803,290,3,12,"very_sat","very_high","considering","STAY",4427
"one",53083,76,11,551012,343,3,6,"very_sat","little","no","STAY",10337
"one",156689,246,18,762318,838,22,4,"very_unsat","little","actively_looking_into_it","LEAVE",15579
"one",38771,0,0,275870,248,1,15,"very_unsat","high","considering","STAY",554
"zero",70478,65,0,275267,265,4,6,"very_unsat","little","considering","STAY",18504
"one",151252,0,21,851549,777,0,1,"very_unsat","avg","considering","STAY",12600
"one",74128,65,0,357953,270,3,10,"unsat","very_high","considering","STAY",10375
"zero",69767,64,23,207438,349,5,5,"unsat","very_high","never_thought","STAY",7179
"zero",133838,0,0,168361,562,0,8,"very_sat","little","no","STAY",10765
"zero",138267,176,30,304801,259,14,2,"very_unsat","very_little","actively_looking_into_it","STAY",6938
"one",29046,0,39,754003,509,0,1,"sat","little","never_thought","STAY",6694
"one",116850,205,0,241247,443,25,14,"very_sat","very_little","perhaps","STAY",6203
"one",47206,53,0,557333,217,5,9,"very_unsat","little","considering","STAY",36
"one",100065,0,14,922949,626,1,6,"very_unsat","very_high","actively_looking_into_it","STAY",5764
"one",105977,130,14,182229,313,21,5,"very_unsat","high","perhaps","LEAVE",12240
"zero",70604,0,0,292944,281,0,14,"very_unsat","little","never_thought","LEAVE",15755
"zero",44074,48,50,676678,131,12,1,"very_unsat","very_high","no","STAY",18405
"zero",74441,208,0,765669,261,17,9,"very_sat","very_little","perhaps","STAY",16094
"zero",122226,232,18,390574,714,1,2,"very_unsat","very_little","actively_looking_into_it","LEAVE",17935
"one",46234,61,0,518661,242,3,10,"very_sat","little","actively_looking_into_it","STAY",18017
"zero",99327,217,23,843910,319,22,5,"very_sat","little","considering","STAY",7058
"zero",112544,0,53,715978,519,0,2,"very_unsat","little","actively_looking_into_it","LEAVE",9236
"one",34563,0,18,235049,140,1,4,"very_sat","very_little","no","STAY",7113
"zero",30779,74,0,739195,232,5,5,"unsat","very_little","considering","STAY",8731
"zero",153042,18,14,308058,563,5,12,"very_unsat","little","considering","LEAVE",18943
"one",38686,51,17,493007,195,5,5,"avg","very_high","actively_looking_into_it","LEAVE",5637
"zero",50803,74,45,360109,275,5,2,"very_unsat","very_high","considering","LEAVE",18095
"one",65474,58,71,313531,269,5,1,"very_sat","little","no","LEAVE",5187
"zero",26967,0,9,434034,160,1,5,"unsat","little","no","STAY",7331
"one",98199,0,88,198892,398,0,1,"very_sat","little","considering","LEAVE",5188
"zero",125550,219,0,969695,603,18,14,"very_sat","little","no","LEAVE",5191
"zero",79157,58,6,468330,395,5,2,"very_unsat","very_high","actively_looking_into_it","STAY",3909
"zero",21186,45,29,186382,247,5,1,"avg","very_little","considering","STAY",12252
"zero",60950,0,87,828401,528,0,2,"avg","little","actively_looking_into_it","STAY",2707
"zero",110514,88,86,572232,409,27,1,"unsat","little","considering","STAY",2036
"zero",64919,70,25,666562,377,4,1,"unsat","little","considering","STAY",9192
"one",86280,178,16,155342,309,17,6,"unsat","little","no","LEAVE",13627
"zero",72474,80,68,191031,749,4,2,"avg","very_little","considering","LEAVE",13977
"zero",74123,244,15,746313,376,18,5,"very_sat","little","no","STAY",17099
"zero",69458,186,14,395041,832,15,6,"very_sat","high","actively_looking_into_it","LEAVE",5784
"one",34181,0,60,996116,136,1,2,"very_unsat","very_little","considering","LEAVE",14129
"one",62057,48,63,573273,350,1,1,"very_sat","little","considering","LEAVE",3885
"zero",24451,180,79,180003,230,0,2,"very_unsat","very_little","considering","STAY",16213
"one",55991,82,14,707266,159,3,5,"very_unsat","very_high","considering","STAY",15747
"zero",40268,0,0,244569,217,0,14,"very_unsat","very_high","considering","STAY",10034
"zero",29349,0,0,720793,147,0,12,"very_unsat","very_high","perhaps","STAY",10860
"one",74515,180,79,894918,343,11,10,"very_unsat","little","considering","STAY",16583
"one",28319,63,28,746749,167,5,1,"sat","little","no","STAY",4515
"zero",56765,56,73,269155,368,4,1,"very_unsat","very_high","no","STAY",6641
"one",152072,177,65,664749,659,18,2,"very_sat","little","actively_looking_into_it","LEAVE",15903
"zero",120390,32,19,954287,854,5,4,"very_unsat","little","perhaps","STAY",5862
